% @article{Kampichler00:jrnl,
% author = {Kampichler, C. and D\v{z}eroski,S. and Wieland, R.{
% title = {Application of machine learning techniques to the analysis of soil ecological data bases: relationships between habitat features and Collembolan community characteristics},
% journal = {Soil Biology and Biochemistry},
% volume = {32},
% number = {2},
% pages = {197 - 209},
% year = {2000},
% issn = {0038-0717},
% doi = {DOI: 10.1016/S0038-0717(99)00147-9},
%}


@relation collembolaV2

@attribute x numeric
@attribute y numeric
@attribute Pcalextract numeric
@attribute Kcalextract numeric
@attribute Corg numeric
@attribute density numeric
@attribute Gefuegeform1 {kru,koh,sub,pol,ein,pla}
@attribute Gefuegeform2 {2,3,4}
@attribute Gefuegegross1 {kru,koh,sub,pol,ein,pla}
@attribute Gefuegegross2 {1,2,3,4}
@attribute beimengungen {0,1,2,3}
@attribute earthwormtubes {0,1}
@attribute PS2 numeric
@attribute PS2dot8 numeric
@attribute PS4 numeric
@attribute PS6dot3 numeric
@attribute PS12dot5 numeric
@attribute PS20 numeric
@attribute PS28 numeric
@attribute PS40 numeric
@attribute PS50 numeric
@attribute PS63 numeric
@attribute PS100 numeric
@attribute PS200 numeric
@attribute PS630 numeric
@attribute logMedPS numeric
@attribute Skel6dot3 numeric
@attribute Skel20 numeric
@attribute Skel63 numeric
@attribute nutzbFeldkap numeric
@attribute soiltype {B,D,K,L,Y,G,DB,BS,SD,BAG,SB,SK,GA,GB,AB,BA}
@attribute elevation numeric
@attribute slope numeric
@attribute angle numeric
@attribute fieldtype {Acker,Wiese,Weide,Hopfen}
@attribute basalMR numeric
@attribute SIR numeric
@attribute pH numeric
@attribute soilmoisture numeric
@attribute PercC numeric
@attribute PercN numeric
@attribute kraeuter numeric
@attribute leguminosen numeric
@attribute suessgraeser numeric
@attribute deckung numeric
@attribute deckungWildkraut numeric
@attribute hoeheWildkraut numeric
@attribute class_spec numeric
@attribute class_ind numeric
@attribute class_fols numeric

@data
160,170,0.257,0.074,11.566,1.37,kru,?,koh,?,?,0,0.095,0.107,0.126,0.157,0.208,0.243,0.266,0.29,0.306,0.322,0.394,0.625,0.946,2.301,0.031,0.089,0.089,70.116,B,488.17,6.19,45,Acker,?,?,5.75,12.92,1,0.101,?,?,?,?,4,3,0,0,0
160,180,0.141,0.044,13.5,1.473,kru,?,sub,3,?,0,0.173,0.195,0.227,0.281,0.367,0.419,0.45,0.479,0.496,0.513,0.568,0.74,0.952,1.799,0.042,0.077,0.077,157.691,SB,482.78,14.89,337.5,Acker,1.52,16.75,6.2,18.67,1.18,0.127,?,?,?,?,4,2,3,4,0
160,190,0.216,0.087,13.235,1.311,kru,?,sub,3,?,0,0.117,0.137,0.168,0.222,0.314,0.368,0.399,0.43,0.449,0.466,0.518,0.676,0.937,2,0.058,0.094,0.094,165.241,K,473.81,11.74,0,Acker,1.1,17.2,6.24,18.73,1.24,0.113,?,?,?,?,3,2,2,5,0
160,200,0.307,0.105,15.1,1.319,kru,?,pol,3,?,0,0.173,0.199,0.236,0.298,0.405,0.478,0.527,0.578,0.607,0.634,0.701,0.806,0.966,1.447,0.065,0.109,0.109,161.014,K,470.85,12.21,67.5,Acker,1.79,?,6.1,20.2,1.53,0.157,?,?,?,?,1,7,0,0,0
160,210,0.241,0.083,13.2,1.407,kru,?,sub,3,?,0,0.142,0.167,0.203,0.264,0.365,0.431,0.473,0.516,0.541,0.563,0.622,0.73,0.939,1.602,0.095,0.202,0.202,116.019,K,469.64,13.91,67.5,Acker,1.41,?,5.75,16.51,1.38,0.147,?,?,?,?,1,?,3,6,0
160,220,0.183,0.07,14.635,1.477,kru,?,sub,3,?,0,0.143,0.16,0.185,0.226,0.298,0.352,0.389,0.43,0.453,0.474,0.527,0.633,0.904,2,0.074,0.131,0.131,141.816,K,467.01,10.63,45,Acker,?,?,5.73,17.09,1.18,0.123,?,?,?,?,1,1,2,3,0
160,230,0.224,0.231,10.422,1.527,kru,?,?,?,2,0,0.116,0.13,0.15,0.183,0.243,0.285,0.313,0.343,0.36,0.377,0.426,0.526,0.892,2.301,0.109,0.158,0.158,139.982,K,463.02,7,22.5,Hopfen,?,?,?,?,1.33,0.134,?,?,?,?,5,10,1,1,0
160,240,0.191,0.271,16.713,1.542,kru,?,?,?,0,0,0.096,0.117,0.147,0.198,0.288,0.352,0.397,0.445,0.474,0.501,0.569,0.663,0.944,1.799,0.071,0.107,0.107,130.869,K,461.28,6.62,45,Hopfen,?,?,?,?,1.87,0.188,?,?,?,?,2,1,0,0,12
160,250,0.257,0.402,10.1,1.531,kru,?,?,?,0,0,0.204,0.22,0.244,0.285,0.361,0.417,0.457,0.501,0.527,0.552,0.627,0.712,0.941,1.602,0.113,0.176,0.176,192.42,K,459.82,7.74,67.5,Hopfen,?,?,?,?,1.43,0.137,?,?,?,?,2,2,1,1,0
160,260,0.166,0.227,?,?,kru,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,185.498,K,459.58,12.43,90,Hopfen,?,?,6.24,20.22,2.2,0.213,?,?,?,?,4,2,2,7,0
160,270,0.1,0.048,7.2,1.498,kru,?,?,?,0,0,0.18,0.203,0.236,0.288,0.374,0.43,0.466,0.504,0.526,0.546,0.598,0.702,0.918,1.602,0.044,0.104,0.137,170.528,K,460.47,14.34,90,Hopfen,?,?,?,?,1.92,0.193,15,5,80,95,2,5,1,1,0
170,120,0.125,0.026,13.1,1.427,kru,?,sub,3,?,0,0.187,0.215,0.255,0.321,0.437,0.518,0.576,0.636,0.671,0.7,0.765,0.835,0.971,1.301,0.018,0.026,0.039,127.901,SB,486.71,6.82,0,Acker,1.36,19.77,6.04,14.88,1.29,0.125,?,?,?,?,1,2,4,9,0
170,130,0.208,0.044,12.3,1.377,kru,?,sub,3,?,0,0.176,0.209,0.255,0.328,0.447,0.526,0.581,0.643,0.68,0.712,0.777,0.845,0.976,1.301,0.021,0.028,0.028,133.69,SB,482.17,9.48,0,Acker,?,?,5.72,18.46,1.29,0.125,?,?,?,?,10,2,3,5,2
170,140,0.224,0.057,14.6,1.316,kru,?,?,?,?,0,0.223,0.252,0.294,0.363,0.476,0.547,0.594,0.643,0.672,0.697,0.759,0.827,0.959,1.301,0.019,0.024,0.024,188.05,SK,476.54,6.84,22.5,Acker,1.77,16.42,5.91,18.87,1.19,0.114,?,?,?,?,10,3,3,25,2
170,150,0.216,0.065,13.9,1.523,kru,?,?,?,?,0,0.222,0.248,0.285,0.346,0.447,0.511,0.552,0.596,0.623,0.647,0.717,0.817,0.953,1.301,0.032,0.074,0.074,188.771,B,477.83,9.07,135,Acker,?,?,?,?,1.13,0.114,?,?,?,?,2,2,5,36,9
170,160,0.257,0.074,14.9,1.49,kru,?,pol,3,?,0,0.192,0.217,0.253,0.31,0.406,0.47,0.513,0.559,0.586,0.613,0.695,0.834,0.956,1.447,0.044,0.137,0.137,107.253,B,482.29,9.63,135,Acker,1.4,17.22,6.13,17.87,1.23,0.102,?,?,?,?,8,3,3,11,1
170,170,0.241,0.109,14,1.619,kru,?,sub,3,?,0,0.115,0.136,0.166,0.218,0.304,0.359,0.395,0.432,0.455,0.477,0.537,0.719,0.956,2,0.05,0.083,0.083,138.802,B,485.31,5.58,112.5,Acker,1.61,20.04,6.4,13.43,1.26,0.128,?,?,?,?,4,5,2,4,0
170,180,0.125,0.044,10.393,1.5,kru,?,pol,3,?,0,0.21,0.226,0.25,0.29,0.362,0.413,0.444,0.475,0.492,0.506,0.558,0.649,0.835,1.799,0.058,0.092,0.092,146.608,SB,483.78,11.51,337.5,Acker,?,?,6.24,18.26,1.42,0.161,?,?,?,?,3,3,3,17,0
170,190,0.266,0.079,13.3,1.402,kru,?,pol,3,?,0,0.139,0.158,0.185,0.232,0.313,0.366,0.399,0.433,0.452,0.469,0.524,0.617,0.943,2,0.082,0.119,0.119,141.359,Y,475.55,18.06,315,Acker,1.4,20.37,6.75,18.32,1.26,0.122,?,?,?,?,6,7,2,8,0
170,200,0.191,0.048,12.6,1.514,kru,?,sub,3,?,0,0.122,0.138,0.161,0.2,0.265,0.309,0.34,0.372,0.391,0.408,0.458,0.553,0.852,2.301,0.147,0.238,0.238,117.954,K,468.95,13.15,292.5,?,?,?,5.62,16.05,1.02,0.102,?,?,?,?,2,5,0,0,0
170,210,0.183,0.065,15.6,1.561,kru,?,sub,3,?,0,0.114,0.13,0.154,0.198,0.279,0.33,0.359,0.388,0.405,0.421,0.47,0.588,0.908,2.301,0.08,0.12,0.12,133.211,K,465.6,7.15,315,?,1.97,20.06,5.53,17.01,1.78,0.178,?,?,?,?,2,3,4,6,0
170,220,0.232,0.105,17.787,1.369,kru,?,sub,3,?,0,0.091,0.103,0.123,0.16,0.232,0.279,0.307,0.334,0.349,0.364,0.409,0.513,0.916,2.301,0.101,0.172,0.172,129.838,K,463.85,6.86,292.5,?,?,?,5.24,21.75,1.82,0.184,?,?,?,?,6,5,3,6,1
170,230,0.257,0.087,19.9,1.333,?,?,?,?,?,?,0.123,0.139,0.162,0.206,0.291,0.351,0.389,0.425,0.446,0.464,0.515,0.609,0.936,2,0.065,0.11,0.11,?,?,462.16,8.58,292.5,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0
170,240,0.158,0.087,12.422,1.301,kru,?,?,?,0,0,0.125,0.144,0.17,0.213,0.289,0.34,0.374,0.41,0.432,0.453,0.516,0.628,0.943,2,0.065,0.135,0.165,147.248,K,459.75,7.81,292.5,?,?,?,5.21,27.93,2.82,0.293,?,?,?,?,2,2,1,1,0
170,250,0.257,0.262,22.7,1.221,kru,?,?,?,1,0,0.127,0.144,0.17,0.215,0.297,0.351,0.387,0.423,0.444,0.465,0.525,0.632,0.911,2,0.058,0.085,0.085,159.134,K,458.58,3.72,337.5,Hopfen,?,?,5.64,13.09,0.73,0.085,?,?,?,?,1,2,4,8,1
170,260,0.349,0.31,14.2,1.407,kru,?,pol,3,0,0,0.186,0.21,0.246,0.308,0.425,0.505,0.556,0.606,0.633,0.658,0.723,0.806,0.97,1.301,0.033,0.046,0.046,181.51,SK,456.83,3.71,22.5,Hopfen,?,?,?,?,1.39,0.149,?,?,?,?,1,2,2,2,0
170,270,0.149,0.162,9.966,1.413,kru,?,?,?,0,0,0.092,0.105,0.123,0.156,0.216,0.258,0.286,0.316,0.333,0.349,0.396,0.516,0.935,2.301,0.083,0.152,0.152,160.591,K,456.8,4.21,90,Hopfen,1.54,10.24,6.28,18.18,1.84,0.17,?,?,?,?,1,2,1,1,0
170,280,0.066,0.026,42.5,1.032,kru,?,?,?,0,0,0.173,0.188,0.213,0.26,0.366,0.455,0.515,0.573,0.604,0.63,0.69,0.772,0.977,1.447,0.001,0.003,0.003,135.513,BS,455.74,7.19,45,Wiese,?,?,?,?,2.7,0.285,35,5,60,95,0,0,6,105,0
170,290,0.066,0.013,11.082,0.951,kru,?,?,?,0,0,0.201,0.22,0.248,0.298,0.405,0.494,0.558,0.623,0.66,0.692,0.763,0.835,0.97,1.447,0.011,0.027,0.027,144.231,BAG,452.32,10.48,22.5,Wiese,?,?,?,?,3.55,0.348,29,1,70,95,0,0,6,52,16
180,120,0.149,0.057,10.8,1.522,kru,?,sub,3,?,0,0.24,0.271,0.315,0.385,0.502,0.585,0.643,0.705,0.741,0.772,0.843,0.899,0.985,1.097,0.014,0.024,0.024,163.218,SB,485.33,3.98,45,Acker,0.89,9.1,5.81,7.04,1.36,0.132,?,?,?,?,1,2,1,1,0
180,140,0.249,0.079,13.6,1.44,sub,3,?,?,?,0,0.227,0.257,0.3,0.371,0.49,0.566,0.617,0.673,0.707,0.738,0.821,0.882,0.976,1.301,0.011,0.023,0.023,206.785,B,475.36,6.66,0,Acker,?,?,5.76,21.22,1.26,0.125,?,?,?,?,10,3,3,30,14
180,150,0.282,0.074,13.1,1.326,kru,?,sub,3,?,0,0.222,0.251,0.292,0.36,0.469,0.537,0.582,0.63,0.659,0.686,0.756,0.851,0.968,1.301,0.024,0.045,0.045,175.757,B,475.25,6.64,112.5,Acker,1.64,14.83,6.08,7.25,1.33,0.132,?,?,?,?,4,5,1,7,0
180,160,0.232,0.065,14.1,1.457,kru,?,sub,3,?,0,0.225,0.255,0.296,0.362,0.469,0.538,0.586,0.637,0.667,0.693,0.759,0.85,0.966,1.301,0.021,0.04,0.04,142.794,B,479.13,10.07,135,Acker,?,?,?,?,1.27,0.129,?,?,?,?,3,5,3,22,3
180,170,0.332,0.157,15.6,1.35,kru,?,sub,3,?,0,0.226,0.256,0.298,0.366,0.479,0.553,0.603,0.657,0.688,0.716,0.786,0.861,0.968,1.301,0.02,0.039,0.039,126.992,B,483.36,8.11,135,Acker,2.79,26.9,6.14,20.39,1.38,0.14,?,?,?,?,4,8,3,14,1
180,180,0.058,0.048,24.5,1.251,kru,?,?,?,?,0,0.196,0.221,0.258,0.322,0.44,0.52,0.57,0.619,0.646,0.668,0.727,0.825,0.959,1.301,0.056,0.102,0.109,176.196,Y,483.33,6.29,337.5,Acker,?,?,?,?,2.03,0.208,?,?,?,?,1,3,3,6,0
180,200,0.141,0.052,18.475,1.433,kru,?,sub,3,?,0,0.121,0.137,0.161,0.202,0.277,0.328,0.362,0.396,0.415,0.431,0.479,0.589,0.953,2.301,0.048,0.067,0.067,92.715,B,477.11,8.69,292.5,?,1.72,21.23,5.96,17.19,1.49,0.138,?,?,?,?,1,5,2,8,0
180,210,0.174,0.083,16.7,1.477,kru,?,sub,3,?,0,0.094,0.107,0.127,0.164,0.231,0.273,0.296,0.317,0.329,0.339,0.371,0.473,0.839,?,0.155,0.268,0.268,119.67,B,475.15,20.63,270,?,?,?,5.58,20.17,1.82,0.183,?,?,?,?,12,10,3,19,13
180,220,0.216,0.096,26.333,1.491,kru,?,?,?,?,0,0.111,0.121,0.137,0.167,0.229,0.273,0.3,0.325,0.338,0.35,0.382,0.485,0.869,?,0.211,0.398,0.398,61.722,B,473.02,23.4,270,Acker,1.77,22.38,5.7,20.31,1.95,0.178,?,?,?,?,12,3,2,10,4
180,230,0.166,0.083,16.425,1.486,kru,?,?,?,0,0,0.134,0.147,0.165,0.199,0.26,0.301,0.327,0.353,0.367,0.38,0.417,0.523,0.885,2.301,0.135,0.252,0.252,113.795,G,469.46,22.28,270,?,?,?,5.83,20.46,1.81,0.17,?,?,?,?,8,8,3,4,1
180,240,0.232,0.07,20.228,1.437,kru,?,?,?,0,0,0.125,0.137,0.155,0.187,0.251,0.294,0.319,0.343,0.356,0.367,0.399,0.522,0.889,2.301,0.125,0.237,0.265,92.391,B,469.01,24.22,270,?,?,?,5.42,19.59,1.85,0.18,?,?,?,?,4,3,1,3,0
180,250,0.042,0.044,29,1.192,kru,?,ein,?,0,0,0.059,0.065,0.073,0.091,0.133,0.174,0.205,0.239,0.258,0.274,0.312,0.419,0.94,?,0.004,0.01,0.01,92.548,B,466.3,28.65,270,Weide,2.54,18.57,4.82,11.67,2.83,0.268,19,1,80,95,0,0,5,21,4
180,260,0.158,0.074,36.669,1.13,kru,?,?,?,0,0,0.072,0.078,0.089,0.109,0.16,0.206,0.24,0.276,0.296,0.313,0.353,0.47,0.975,?,0.011,0.024,0.024,117.959,B,460.44,22.43,292.5,Weide,2.94,24.89,5.46,21.81,2.22,0.214,15,?,85,95,0,0,5,28,8
180,270,0.149,0.031,17.4,1.279,sub,3,?,?,1,0,0.153,0.174,0.206,0.265,0.378,0.451,0.493,0.531,0.55,0.566,0.603,0.695,0.963,1.602,0.031,0.049,0.049,150.344,G,454.54,11.49,157.5,Acker,1.55,19.47,6.03,22.87,1.87,0.177,?,?,?,?,2,4,3,8,0
180,290,0.05,0.013,43.8,1.062,pol,3,kru,?,0,0,0.227,0.244,0.271,0.32,0.426,0.518,0.588,0.662,0.704,0.74,0.815,0.888,0.98,1.301,0.005,0.006,0.006,204.361,BAG,450.34,7.82,22.5,Wiese,?,?,?,?,2.6,0.267,25,?,75,80,0,0,3,45,0
190,120,0.34,0.14,13.829,1.53,kru,?,sub,3,?,0,0.182,0.209,0.248,0.312,0.43,0.517,0.578,0.644,0.685,0.726,0.831,0.903,0.979,1.301,0.014,0.019,0.019,159.713,B,483.82,23.29,90,Acker,3.5,47.44,6.07,30.46,2.29,0.218,?,?,?,?,2,3,10,44,1
190,130,0.183,0.057,10.5,1.42,kru,?,sub,3,?,0,0.286,0.31,0.344,0.4,0.504,0.583,0.64,0.704,0.745,0.785,0.905,0.948,0.988,1.097,0.005,0.005,0.005,116.824,B,482.25,4.8,0,Acker,?,?,?,?,1.41,0.15,?,?,?,?,2,4,2,11,0
190,140,0.158,0.057,10.2,1.473,kru,?,sub,3,?,0,0.219,0.246,0.283,0.346,0.459,0.541,0.599,0.662,0.7,0.737,0.842,0.914,0.984,1.301,0.012,0.013,0.013,174.87,B,475.68,9.79,22.5,Acker,2,18.63,5.79,19.17,1.28,0.125,?,?,?,?,4,3,2,4,0
190,150,0.183,0.079,12.2,1.328,kru,?,?,?,?,0,0.174,0.207,0.253,0.326,0.448,0.528,0.585,0.649,0.688,0.723,0.797,0.873,0.983,1.301,0.015,0.02,0.02,200.353,B,472.65,5.39,90,Acker,1.4,10.4,5.82,8.11,1.37,0.112,?,?,?,?,7,3,5,24,1
190,160,0.241,0.1,13.8,1.672,kru,?,sub,3,?,0,0.206,0.236,0.278,0.347,0.46,0.535,0.586,0.641,0.673,0.701,0.768,0.843,0.966,1.301,0.02,0.035,0.035,135.138,B,475.83,9.74,135,Acker,?,?,?,?,1.2,0.126,?,?,?,?,17,10,5,18,3
190,170,0.257,0.114,16.3,1.49,kru,?,sub,3,?,0,0.201,0.227,0.263,0.319,0.406,0.461,0.497,0.533,0.554,0.573,0.626,0.732,0.926,1.602,0.061,0.109,0.109,106.684,B,480.47,10.08,135,Acker,?,?,?,?,1.42,0.154,?,?,?,?,4,10,3,19,3
190,180,0.266,0.122,16.1,1.717,kru,?,sub,3,?,0,0.188,0.212,0.247,0.307,0.403,0.463,0.501,0.54,0.563,0.584,0.641,0.738,0.924,1.447,0.072,0.152,0.152,84.56,B,483.2,5.6,67.5,Acker,1.65,?,6.3,20.65,1.24,0.094,?,?,?,?,4,5,1,5,0
190,190,0.199,0.109,15.5,1.436,kru,?,sub,3,?,0,0.106,0.125,0.153,0.2,0.278,0.33,0.364,0.4,0.421,0.441,0.492,0.612,0.943,2.301,0.094,0.171,0.171,87.643,B,479.93,8.92,22.5,Acker,?,?,?,?,1.55,0.156,?,?,?,?,4,3,4,13,0
190,200,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,478.91,14.87,112.5,?,?,?,?,?,?,?,?,?,?,?,0,0,3,9,0
190,210,0.299,0.135,17.858,1.517,koh,?,sub,3,?,0,0.122,0.139,0.163,0.204,0.273,0.319,0.35,0.382,0.401,0.418,0.464,0.561,0.841,2.301,0.158,0.339,0.339,74.211,B,481.1,5.49,180,?,1.49,20.85,5.7,19.95,1.62,0.158,?,?,?,?,2,2,2,6,0
190,220,0.158,0.048,10.9,1.476,kru,?,pol,3,?,0,0.292,0.319,0.356,0.417,0.52,0.593,0.645,0.7,0.733,0.761,0.832,0.888,0.978,1.097,0.047,0.102,0.102,80.575,B,482.33,12.29,270,?,2.26,27.83,6.39,15.19,1.29,0.116,?,?,?,?,2,5,0,0,0
190,230,0.274,0.1,17.8,1.579,kru,?,?,?,?,0,0.12,0.135,0.158,0.197,0.261,0.301,0.327,0.353,0.368,0.382,0.426,0.541,0.896,2.301,0.151,0.356,0.356,58.615,B,481.37,15.12,270,?,?,?,?,?,1.6,0.159,?,?,?,?,4,10,0,0,0
190,240,0.241,0.118,21.8,1.363,kru,?,ein,?,?,0,0.065,0.076,0.092,0.123,0.188,0.236,0.265,0.293,0.309,0.322,0.355,0.475,0.899,?,0.202,0.383,0.402,72.096,B,479.27,9.7,292.5,?,?,?,5.12,16.95,1.44,0.136,?,?,?,?,2,2,1,6,0
190,250,0.44,0.166,39.1,1.207,kru,?,?,?,0,0,0.077,0.084,0.095,0.117,0.17,0.219,0.257,0.3,0.325,0.348,0.404,0.551,0.96,2.301,0.017,0.027,0.027,131.86,B,477.19,12.5,292.5,Weide,?,?,4.71,27.21,4.02,0.371,40,?,60,98,0,0,10,75,16
190,260,1.212,0.074,51.14,1.173,kru,?,sub,3,?,0,0.107,0.117,0.132,0.161,0.227,0.281,0.319,0.355,0.374,0.391,0.432,0.6,0.975,2.301,0.007,0.012,0.012,121.093,B,471.02,17.62,315,Weide,2.32,25.9,5.2,21.55,2.04,0.189,19,1,80,95,0,0,1,2,0
190,280,0.149,0.039,27.4,1.203,kru,?,sub,3,2,0,0.121,0.131,0.148,0.182,0.26,0.327,0.371,0.412,0.432,0.448,0.48,0.576,0.929,2.301,0.043,0.082,0.082,114.231,BAG,453.14,15.16,315,Acker,?,?,?,?,2.06,0.21,?,?,?,?,2,2,0,0,0
190,290,0.1,0.022,20.8,1.206,kru,?,pol,3,?,0,0.113,0.131,0.159,0.212,0.324,0.405,0.454,0.496,0.517,0.534,0.566,0.65,0.962,1.699,0.024,0.037,0.056,167.676,GA,449.86,6.56,315,Acker,1.66,17.07,5.44,12,1.93,0.195,?,?,?,?,1,1,4,11,4
200,120,0.05,0.013,36.476,1.141,kru,?,?,?,0,0,0.179,0.195,0.22,0.267,0.372,0.454,0.506,0.556,0.582,0.606,0.683,0.88,0.984,1.447,0.005,0.009,0.009,153.892,K,477.19,16,135,Wiese,2.71,27.37,5.43,12.1,2.21,0.207,?,?,?,?,0,0,4,36,14
200,130,0.208,0.065,11.9,1.493,kru,?,sub,3,?,0,0.215,0.232,0.257,0.299,0.377,0.436,0.478,0.523,0.55,0.577,0.69,0.935,0.988,1.602,0.006,0.009,0.009,127.553,B,480.96,4.41,90,Acker,1.15,8.11,5.61,6.88,1.21,0.11,?,?,?,?,2,3,2,4,0
200,140,0.216,0.083,12.6,1.509,kru,?,sub,3,?,0,0.197,0.221,0.258,0.319,0.425,0.493,0.535,0.577,0.603,0.63,0.731,0.908,0.982,1.447,0.005,0.008,0.008,135.584,B,476.67,11.57,0,Acker,?,?,5.52,22.07,1.21,0.121,?,?,?,?,4,3,3,21,2
200,150,0.266,0.07,14.3,1.58,kru,?,sub,3,?,0,0.175,0.201,0.239,0.304,0.415,0.487,0.534,0.585,0.616,0.646,0.732,0.848,0.958,1.447,0.046,0.097,0.097,189.002,K,470.64,5.18,22.5,Acker,1.67,15.24,5.49,16.16,1.24,0.108,?,?,?,?,2,3,3,36,0
200,160,0.183,0.07,11.894,1.419,kru,?,?,?,?,0,0.215,0.243,0.283,0.349,0.461,0.538,0.592,0.65,0.685,0.714,0.779,0.844,0.958,1.301,0.017,0.021,0.021,162.889,SB,472.82,8.93,135,Acker,1.27,10.8,5.76,8.37,1.22,0.118,?,?,?,?,10,?,3,46,7
200,170,0.257,0.079,14.54,1.466,kru,?,sub,3,?,0,0.209,0.234,0.269,0.327,0.425,0.493,0.54,0.591,0.621,0.647,0.714,0.799,0.962,1.447,0.06,0.103,0.133,115.349,B,476.56,9.98,135,Acker,2.1,21.59,5.89,15.58,1.4,0.133,?,?,?,?,20,10,4,26,0
200,180,0.249,0.096,13.3,1.426,kru,?,sub,3,?,0,0.224,0.253,0.293,0.358,0.461,0.53,0.577,0.628,0.658,0.684,0.749,0.824,0.948,1.301,0.036,0.074,0.074,110.56,SB,480.21,5.93,90,Acker,1.69,25.2,5.92,16.11,1.36,0.139,?,?,?,?,4,5,2,7,1
200,190,0.282,0.096,13.5,1.441,kru,?,sub,3,?,0,0.2,0.221,0.25,0.294,0.364,0.409,0.44,0.472,0.492,0.51,0.568,0.688,0.941,1.799,0.075,0.151,0.151,107.138,B,477.76,6.88,22.5,Acker,1.8,24.27,6.06,19.73,1.53,0.155,?,?,?,?,4,3,5,32,3
200,200,0.166,0.083,13,1.497,ein,?,sub,3,?,0,0.183,0.206,0.24,0.297,0.392,0.45,0.487,0.526,0.549,0.569,0.623,0.715,0.956,1.602,0.039,0.067,0.067,140.474,K,475.36,5.19,112.5,Acker,?,?,5.46,19.94,1.28,0.134,?,?,?,?,4,3,3,7,1
200,210,0.232,0.114,13.4,1.577,kru,?,sub,3,?,0,0.104,0.123,0.15,0.196,0.272,0.32,0.35,0.382,0.4,0.417,0.459,0.58,0.929,2.301,0.046,0.097,0.097,79.597,B,479.76,10.81,135,?,1.22,17.91,5.64,17.5,1.47,0.143,?,?,?,?,3,15,3,10,2
200,220,0.224,0.105,13.4,1.562,kru,?,pol,3,?,0,0.108,0.128,0.156,0.202,0.278,0.327,0.359,0.394,0.414,0.432,0.477,0.587,0.934,2.301,0.044,0.062,0.062,134.048,B,482.44,7.76,135,?,?,?,?,?,1.39,0.143,?,?,?,?,2,5,2,16,0
200,230,0.191,0.096,14.7,1.453,kru,?,pol,2,1,0,0.159,0.18,0.21,0.259,0.339,0.392,0.429,0.468,0.49,0.509,0.554,0.65,0.951,1.799,0.024,0.035,0.035,165.371,K,481.81,7.26,22.5,?,1.6,22.83,5.98,14.39,1.35,0.132,?,?,?,?,1,5,0,0,0
200,240,0.224,0.083,11.7,1.543,ein,?,sub,3,?,0,0.104,0.123,0.15,0.198,0.277,0.326,0.358,0.39,0.409,0.426,0.468,0.58,0.942,2.301,0.037,0.062,0.062,160.477,K,478.06,9.01,45,?,?,?,5.22,17.9,1.29,0.13,?,?,?,?,2,2,3,21,0
200,250,?,?,?,?,kru,?,sub,3,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,48.919,B,476.85,12.43,45,Weide,1.59,14.63,5.6,15.17,0.94,0.095,38,2,60,95,0,0,1,4,0
200,260,0.208,0.061,32.021,1.185,?,?,?,?,?,?,0.119,0.129,0.146,0.179,0.255,0.318,0.363,0.407,0.431,0.451,0.499,0.63,0.974,2.301,0.001,0.001,0.001,?,?,472.5,11.1,22.5,Weide,?,?,?,?,2.22,0.241,28,2,70,98,0,0,4,20,14
200,270,0.282,0.087,41.4,1.026,kru,?,sub,3,?,0,0.162,0.177,0.2,0.243,0.339,0.42,0.48,0.543,0.58,0.613,0.698,0.784,0.968,1.602,0.002,0.002,0.002,119.629,B,467.85,14.57,0,Weide,2.7,34.61,5.2,23.12,2.29,0.224,25,5,70,99,0,0,1,1,0
200,280,0.091,0.031,63.24,1.075,kru,?,sub,3,?,0,0.115,0.123,0.136,0.161,0.224,0.28,0.321,0.361,0.384,0.402,0.452,0.56,0.967,2.301,0.068,0.135,0.169,143.144,K,457.96,25.1,337.5,Weide,?,?,?,?,1.56,0.175,25,5,70,95,0,0,5,53,2
200,290,0.133,0.026,18.7,1.337,kru,?,sub,3,?,0,0.137,0.156,0.185,0.24,0.348,0.421,0.462,0.5,0.52,0.537,0.57,0.653,0.952,1.699,0.036,0.074,0.074,157.749,BAG,451.17,9.4,337.5,Acker,?,?,?,?,1.34,0.143,?,?,?,?,3,3,2,2,0
210,120,0.05,0.013,32.6,1.154,kru,?,?,?,0,0,0.112,0.128,0.155,0.206,0.32,0.412,0.473,0.532,0.563,0.59,0.662,0.852,0.981,1.602,0.001,0.003,0.003,129.078,B,469.82,20.41,112.5,Wiese,3.79,57.58,5.43,24.63,5.86,0.833,?,?,?,?,0,0,3,9,1
210,130,0.232,0.065,11.1,1.513,kru,?,pol,3,?,0,0.172,0.186,0.206,0.241,0.308,0.364,0.405,0.451,0.48,0.508,0.621,0.775,0.988,1.799,0.007,0.015,0.015,78.458,B,477.25,14.39,90,Acker,1.38,26.23,5.2,25.4,1.82,0.186,?,?,?,?,1,3,1,1,0
