%I attached the dataset for the experiments: all_data_bin_and_groups_no_species.arff
%
% attributes 1 - 142 are to be used for learning (independant attributes),
% 143,144 and 146 are the target attribures for the paper
% you can disregard (filter out) the attributes 145 and 147-159 (atleast 
% for the paper,they could be used later for soemthing else)
%
% Damjan
%

@relation 'all_data.csv-weka.filters.unsupervised.attribute.Remove-R1-6,10-11,56-60,67,69,100,131-weka.filters.unsupervised.attribute.Remove-R143-188,201-202'

@attribute actsit_mo numeric
@attribute soil_JB numeric
@attribute samp_time numeric
@attribute Current_crop=ba numeric
@attribute Current_crop=ba-ch numeric
@attribute Current_crop=ba-clgr numeric
@attribute Current_crop=ba-gr numeric
@attribute Current_crop=be numeric
@attribute Current_crop=cc numeric
@attribute Current_crop=ch numeric
@attribute Current_crop=wh-chgr numeric
@attribute Current_crop=clgr numeric
@attribute Current_crop=fa-clgr numeric
@attribute Current_crop=ry-clgr numeric
@attribute Current_crop=wh-clgr numeric
@attribute Current_crop=fa numeric
@attribute Current_crop=fa-gr numeric
@attribute Current_crop=gr numeric
@attribute Current_crop=lu-gr numeric
@attribute Current_crop=oa-gr numeric
@attribute Current_crop=wc-gr numeric
@attribute Current_crop=wh-gr numeric
@attribute Current_crop=le numeric
@attribute Current_crop=lu numeric
@attribute Current_crop=oa numeric
@attribute Current_crop=pe numeric
@attribute Current_crop=po numeric
@attribute Current_crop=ra numeric
@attribute Current_crop=rd numeric
@attribute Current_crop=ry numeric
@attribute Current_crop=wc numeric
@attribute Current_crop=wh numeric
@attribute AC numeric
@attribute MC numeric
@attribute CAC numeric
@attribute PC numeric
@attribute WIC numeric
@attribute sf numeric
@attribute o numeric
@attribute ca numeric
@attribute sh numeric
@attribute grazing numeric
@attribute si numeric
@attribute seha numeric
@attribute sepl numeric
@attribute soha numeric
@attribute sopl numeric
@attribute tr_packing numeric
@attribute tr_shal_till numeric
@attribute tr_subshal_till numeric
@attribute tr_deep_till numeric
@attribute fert_lev numeric
@attribute fert_type numeric
@attribute tr_fert_time numeric
@attribute crop1=ba numeric
@attribute crop1=ba-clgr numeric
@attribute crop1=ba-gr numeric
@attribute crop1=be numeric
@attribute crop1=clgr numeric
@attribute crop1=clgr-wc numeric
@attribute crop1=fa numeric
@attribute crop1=gr numeric
@attribute crop1=oa-gr numeric
@attribute crop1=le numeric
@attribute crop1=lu numeric
@attribute crop1=lu-gr numeric
@attribute crop1=oa numeric
@attribute crop1=pe numeric
@attribute crop1=po numeric
@attribute crop1=ra numeric
@attribute crop1=ry numeric
@attribute crop1=sba numeric
@attribute crop1=vea numeric
@attribute crop1=wc numeric
@attribute crop1=wh numeric
@attribute crop1=wh-gr numeric
@attribute AC_1 numeric
@attribute MC_1 numeric
@attribute CAC_1 numeric
@attribute PC_1 numeric
@attribute WIC_1 numeric
@attribute si_1 numeric
@attribute ca_1 numeric
@attribute sotr_1 numeric
@attribute crop2=ba numeric
@attribute crop2=ba-clgr numeric
@attribute crop2=ba-gr numeric
@attribute crop2=be numeric
@attribute crop2=wc-gr numeric
@attribute crop2=clgr numeric
@attribute crop2=fa numeric
@attribute crop2=gr numeric
@attribute crop2=wh-gr numeric
@attribute crop2=le numeric
@attribute crop2=oa numeric
@attribute crop2=oa-clgr numeric
@attribute crop2=pe numeric
@attribute crop2=po numeric
@attribute crop2=ra numeric
@attribute crop2=ry numeric
@attribute crop2=sba numeric
@attribute crop2=sba-clgr numeric
@attribute crop2=sba-gr numeric
@attribute crop2=swh numeric
@attribute crop2=wc numeric
@attribute crop2=wh numeric
@attribute AC_2 numeric
@attribute MC_2 numeric
@attribute CAC_2 numeric
@attribute PC_2 numeric
@attribute WIC_2 numeric
@attribute si_2 numeric
@attribute ca_2 numeric
@attribute sotr_2 numeric
@attribute crop3=ba numeric
@attribute crop3=ba-clgr numeric
@attribute crop3=ba-gr numeric
@attribute crop3=ba-pe numeric
@attribute crop3=be numeric
@attribute crop3=clgr numeric
@attribute crop3=clgr-wc numeric
@attribute crop3=fa numeric
@attribute crop3=oa-gr numeric
@attribute crop3=gr numeric
@attribute crop3=lu numeric
@attribute crop3=oa numeric
@attribute crop3=pe numeric
@attribute crop3=po numeric
@attribute crop3=ra numeric
@attribute crop3=ry-clgr numeric
@attribute crop3=sba numeric
@attribute crop3=sba-clgr numeric
@attribute crop3=wc numeric
@attribute crop3=wh numeric
@attribute AC_3 numeric
@attribute MC_3 numeric
@attribute CAC_3 numeric
@attribute PC_3 numeric
@attribute WIC_3 numeric
@attribute si_3 numeric
@attribute ca_3 numeric
@attribute sotr_3 numeric
@attribute acari numeric
@attribute coll numeric
@attribute S numeric
@attribute H numeric
@attribute D numeric
@attribute Inv_D numeric
@attribute CD numeric
@attribute Inv_CD numeric
@attribute relative_S numeric
@attribute E_S numeric
@attribute E_D numeric
@attribute E_CD numeric
@attribute EP numeric
@attribute EP-HE numeric
@attribute HE numeric
@attribute HE-EU numeric
@attribute EU numeric

@data
10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,31652,135486,17,3.260691,0.123181,8.118164,0.123175,8.11851,0.000102,0.79773,1.079287,1.079265,27020,28564,27020,16212,64462
7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13510,26248,11,2.324731,0.265341,3.768739,0.265322,3.769001,0.000277,0.671998,1.214541,1.214478,386,1158,6948,0,28950
10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6562,5018,9,2.521303,0.26,3.846154,0.259936,3.847099,0.000777,0.795383,1.297356,1.297119,772,1544,1158,386,6562
10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,38214,58672,17,3.140868,0.171791,5.821029,0.171782,5.821319,0.000175,0.768415,1.235942,1.235907,386,12352,10808,386,68708
7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,28950,51724,15,3.00549,0.164717,6.071022,0.164707,6.071403,0.000186,0.769279,1.155096,1.155056,2702,2316,11580,2702,50952
10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6948,13510,11,2.561452,0.249555,4.007133,0.249518,4.007722,0.000538,0.740426,1.279082,1.278947,8492,1930,1158,0,6948
10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,41302,43618,14,2.667988,0.224793,4.448529,0.224784,4.44871,0.000165,0.700746,1.239007,1.238973,1158,8492,7334,772,60216
7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22774,88394,17,3.105585,0.162664,6.147643,0.162656,6.147928,0.000153,0.759783,1.185323,1.185293,386,18528,12738,1158,66778
10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25476,25090,13,2.755547,0.215897,4.631849,0.215881,4.632182,0.000257,0.744654,1.245958,1.2459,772,2702,2316,3474,35898
10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,33968,52110,12,2.750609,0.200869,4.978376,0.200859,4.978606,0.000139,0.767263,1.187821,1.187787,0,6176,12352,3474,59830
7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12738,25862,14,2.877208,0.1794,5.574136,0.179379,5.574797,0.000363,0.755697,1.16075,1.16067,386,1930,17756,772,12738
10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,30880,71024,13,2.347023,0.28742,3.479233,0.287413,3.479318,0.000128,0.634255,1.304794,1.304768,772,1544,6948,386,86464
10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40144,33968,13,2.516667,0.266656,3.750153,0.266646,3.750292,0.000175,0.680099,1.319735,1.319697,0,1930,3474,7720,55198
7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,49022,84920,17,2.995794,0.169398,5.90327,0.169391,5.903486,0.000127,0.732923,1.16954,1.169516,4632,2316,32038,2316,82990
10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,21616,55970,15,2.882211,0.175466,5.699111,0.175455,5.699457,0.000193,0.737725,1.147954,1.147914,11194,3088,26634,386,32810
10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,16598,31266,17,3.257416,0.154527,6.47138,0.154509,6.47212,0.000355,0.796929,1.209105,1.20903,1544,5790,13510,772,24318
7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,76042,178718,16,2.759761,0.192539,5.193752,0.192536,5.193838,0.000063,0.68994,1.161136,1.161124,772,84534,74884,11966,60988
10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13510,16984,15,2.784477,0.207819,4.811874,0.207793,4.812475,0.000492,0.712709,1.228483,1.228385,0,2316,11194,772,8878
10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10808,23160,14,3.193117,0.151601,6.596252,0.151576,6.597339,0.000412,0.838671,1.17323,1.173127,386,2702,3474,1930,21616
7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,27406,85692,17,2.489723,0.312001,3.205115,0.311995,3.205177,0.00015,0.609112,1.481646,1.481622,1544,4632,7720,3088,87622
10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,32424,77972,17,3.054542,0.161793,6.180747,0.161785,6.181037,0.000154,0.747295,1.162404,1.162374,1544,14668,7334,772,79130
10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15054,31266,12,2.465728,0.262222,3.813559,0.262206,3.813791,0.000259,0.687798,1.276827,1.276769,386,3860,2702,1158,37056
1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,14282,9650,11,2.243221,0.336108,2.975232,0.33608,2.975478,0.00046,0.648436,1.426076,1.425968,386,0,6176,0,16212
1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.81,0.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11194,16984,14,3.057538,0.177707,5.627244,0.177678,5.628168,0.000497,0.803061,1.226731,1.226614,1544,2316,9650,0,13510
3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6561,0.49,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,77586,41688,12,1.923659,0.393597,2.540672,0.393592,2.540705,0.000101,0.536591,1.430006,1.429987,386,772,7334,386,102290
1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13510,15826,13,2.830012,0.190443,5.250909,0.190416,5.25167,0.000443,0.764777,1.182835,1.182732,0,0,2702,0,18142
1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.81,0.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,30108,32038,15,2.565826,0.258671,3.865921,0.258659,3.866099,0.000241,0.656744,1.315261,1.315216,0,1158,11580,0,47092
3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6561,0.49,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,115800,92254,13,2.291215,0.306756,3.259922,0.306752,3.259958,0.000062,0.619174,1.343949,1.343937,0,20458,56356,7720,115414
1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11580,8492,10,2.867206,0.170858,5.852814,0.170817,5.854229,0.000498,0.863115,1.124778,1.124624,0,1158,2702,386,9264
1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.81,0.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,35898,19686,17,2.546477,0.296007,3.378299,0.295994,3.378444,0.000306,0.622997,1.449913,1.449862,772,386,8492,0,38600
3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6561,0.49,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,130854,62532,13,1.771429,0.447118,2.236547,0.447115,2.236562,0.000067,0.478708,1.525419,1.525407,772,11194,41688,0,132784
1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,17756,11580,13,2.700518,0.25277,3.956164,0.252745,3.956563,0.000443,0.729783,1.361078,1.360978,0,386,4632,0,21230
